# OpenSignals Text File Format
# {"20:16:04:12:01:41": {"sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "device name": "20:16:04:12:01:41", "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "sync interval": 2, "time": "9:21:58.437", "comments": "First attempt to collect cardiac data", "device connection": "BTH20:16:04:12:01:41", "channels": [1, 2, 3, 4, 5, 6], "keywords": "", "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 0, "sampling rate": 1000, "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "date": "2018-9-17", "special": [{}, {}, {}, {}, {}, {}]}}
# EndOfHeader
8	0	0	0	0	510	513	0	537	39	12	
9	0	0	0	0	512	512	0	531	39	12	
10	0	0	0	0	508	515	0	527	39	12	
11	0	0	0	0	508	512	0	515	39	12	
12	0	0	0	0	515	510	0	511	39	12	
13	0	0	0	0	504	509	0	514	39	12	
14	0	0	0	0	512	510	0	518	39	12	
15	0	0	0	0	508	509	0	519	39	12	
0	0	0	0	0	501	510	0	515	39	12	
1	0	0	0	0	509	513	0	507	39	12	
2	0	0	0	0	515	510	0	536	39	12	
3	0	0	0	0	504	508	0	574	39	12	
4	0	0	0	0	507	508	0	597	39	12	
5	0	0	0	0	506	509	0	599	39	12	
6	0	0	0	0	511	508	0	588	39	12	
7	0	0	0	0	503	508	0	568	39	12	
8	0	0	0	0	506	509	0	552	39	12	
9	0	0	0	0	509	509	0	536	39	12	
10	0	0	0	0	508	508	0	517	39	12	
11	0	0	0	0	513	507	0	502	39	12	
12	0	0	0	0	518	506	0	495	39	12	
13	0	0	0	0	518	507	0	496	39	12	
14	0	0	0	0	507	505	0	504	39	12	
15	0	0	0	0	512	508	0	508	39	12	
0	0	0	0	0	507	509	0	508	39	12	
1	0	0	0	0	511	508	0	508	39	12	
2	0	0	0	0	506	507	0	509	39	12	
3	0	0	0	0	507	506	0	514	39	12	
4	0	0	0	0	508	506	0	514	39	12	
5	0	0	0	0	506	507	0	530	39	12	
6	0	0	0	0	512	508	0	541	39	12	
7	0	0	0	0	512	508	0	534	39	12	
